Motivo Teletrabajo,Provincia Contrato (grupo),Finalizado,Provincia Contrato,Contratos,Anio Fecha Inicio Teletrabajo,Canton Contrato,Estado Teletrabajo,Fecha Consulta,Genero,Mes Fecha Inicio Teletrabajo,Modo Ejecucion,Ruc Empresa
Emergente,GUAYAS,Vigente,GUAYAS,1,2020,GUAYAQUIL,Activo,14/11/2022,Femenino,4,Teletrabajo,9.92613E+11
Habitual,PICHINCHA,Finalizado,PICHINCHA,1,2020,QUITO,Activo,14/11/2022,Masculino,2,Teletrabajo,1.79001E+12
Habitual,PICHINCHA,Finalizado,PICHINCHA,1,,QUITO,Activo,14/11/2022,Masculino,,Teletrabajo,1.793E+12
Emergente,GUAYAS,Vigente,GUAYAS,1,2020,GUAYAQUIL,Activo,14/11/2022,Femenino,3,Teletrabajo,9.92361E+11
Emergente,PICHINCHA,Vigente,PICHINCHA,2,2020,QUITO,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79284E+12
Habitual,ZAMORA CHINCHIPE,Finalizado,ZAMORA CHINCHIPE,1,,PAQUISHA,Activo,14/11/2022,Masculino,,Teletrabajo,1.90047E+12
Habitual,PICHINCHA,Vigente,PICHINCHA,1,,QUITO,Activo,14/11/2022,Femenino,,Teletrabajo,1.71245E+12
Habitual,GUAYAS,Vigente,GUAYAS,1,,EL TRIUNFO,Activo,14/11/2022,Masculino,,Teletrabajo,9.90083E+11
Emergente,PICHINCHA,Finalizado,PICHINCHA,2,2020,QUITO,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79201E+12
Emergente,GUAYAS,Finalizado,GUAYAS,1,2020,GUAYAQUIL,Activo,14/11/2022,Femenino,3,Teletrabajo,9.92592E+11
Emergente,GUAYAS,Vigente,GUAYAS,1,2020,DAULE,Activo,14/11/2022,Femenino,3,Teletrabajo,9.90945E+11
Emergente,GUAYAS,Vigente,GUAYAS,1,2020,GUAYAQUIL,Activo,14/11/2022,Femenino,7,Teletrabajo,1.79001E+12
Emergente,GUAYAS,Finalizado,GUAYAS,6,2020,GUAYAQUIL,Activo,14/11/2022,Masculino,4,Teletrabajo,9.90917E+11
Emergente,GUAYAS,Vigente,GUAYAS,7,2022,GUAYAQUIL,Activo,14/11/2022,Femenino,1,Teletrabajo,9.91506E+11
Emergente,PICHINCHA,Vigente,PICHINCHA,7,2021,CAYAMBE,Activo,14/11/2022,Masculino,1,Teletrabajo,1.79175E+12
Emergente,PICHINCHA,Vigente,PICHINCHA,1,2020,QUITO,Activo,14/11/2022,Femenino,6,Teletrabajo,1.79187E+12
Habitual,NAPO,Vigente,NAPO,1,,TENA,Activo,14/11/2022,Masculino,,Teletrabajo,1.59172E+12
Emergente,GUAYAS,Finalizado,GUAYAS,1,2021,GUAYAQUIL,Activo,14/11/2022,Femenino,6,Teletrabajo,9.93223E+11
Habitual,GUAYAS,Finalizado,GUAYAS,1,2021,GUAYAQUIL,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79127E+12
Habitual,PICHINCHA,Vigente,PICHINCHA,2,2021,QUITO,Activo,14/11/2022,Masculino,8,Teletrabajo,9.91327E+11
Emergente,PICHINCHA,Vigente,PICHINCHA,10,2020,QUITO,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79004E+12
Emergente,EL ORO,Vigente,EL ORO,1,2020,MACHALA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90317E+11
Emergente,GUAYAS,Finalizado,GUAYAS,1,2020,GUAYAQUIL,Activo,14/11/2022,Femenino,3,Teletrabajo,9.92348E+11
Emergente,SANTA ELENA,Vigente,SANTA ELENA,2,2021,LA LIBERTAD,Activo,14/11/2022,Masculino,5,Teletrabajo,9.19827E+11
Emergente,PICHINCHA,Vigente,PICHINCHA,17,2020,QUITO,Activo,14/11/2022,Femenino,3,Teletrabajo,9.91308E+11
Habitual,CARCHI,Finalizado,CARCHI,1,2019,TULC?N,Activo,14/11/2022,Masculino,4,Teletrabajo,4.0163E+11
Habitual,PICHINCHA,Finalizado,PICHINCHA,1,,QUITO,Activo,14/11/2022,Masculino,,Teletrabajo,1.70581E+12
Habitual,PICHINCHA,Finalizado,PICHINCHA,1,2022,QUITO,Activo,14/11/2022,Masculino,3,Teletrabajo,1.79135E+12
Emergente,PICHINCHA,Finalizado,PICHINCHA,1,2020,QUITO,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79258E+12
Emergente,PICHINCHA,Vigente,PICHINCHA,2,2020,QUITO,Activo,14/11/2022,Masculino,9,Teletrabajo,1.79184E+12
Habitual,PICHINCHA,Vigente,PICHINCHA,1,2021,QUITO,Activo,14/11/2022,Femenino,12,Teletrabajo,9.90049E+11
Emergente,GUAYAS,Vigente,GUAYAS,2,2020,GUAYAQUIL,Activo,14/11/2022,Masculino,3,Teletrabajo,1.79196E+12
Emergente,GUAYAS,Vigente,GUAYAS,12,2020,GUAYAQUIL,Activo,14/11/2022,Femenino,8,Teletrabajo,1.79131E+12
Emergente,PICHINCHA,Finalizado,PICHINCHA,1,2020,QUITO,Activo,14/11/2022,Femenino,4,Teletrabajo,1.70447E+12
Emergente,PICHINCHA,Vigente,PICHINCHA,1,2020,QUITO,Activo,14/11/2022,Femenino,3,Teletrabajo,1.72264E+12
Emergente,PICHINCHA,Vigente,PICHINCHA,3,2020,QUITO,Activo,14/11/2022,Masculino,3,Teletrabajo,1.792E+12
Emergente,GUAYAS,Vigente,GUAYAS,1,2020,GUAYAQUIL,Activo,14/11/2022,Masculino,3,Teletrabajo,9.92105E+11
Emergente,AZUAY,Vigente,AZUAY,16,2021,CUENCA,Activo,14/11/2022,Femenino,4,Teletrabajo,1.90315E+11
Habitual,PICHINCHA,Vigente,PICHINCHA,1,2020,QUITO,Activo,14/11/2022,Masculino,8,Teletrabajo,1.90169E+11
Emergente,PICHINCHA,Finalizado,PICHINCHA,1,2021,QUITO,Activo,14/11/2022,Masculino,2,Teletrabajo,1.79266E+12
Emergente,PICHINCHA,Vigente,PICHINCHA,1,2020,QUITO,Activo,14/11/2022,Masculino,3,Teletrabajo,9.90335E+11
Habitual,SANTO DOMINGO DE LOS TS?CHILAS,Finalizado,SANTO DOMINGO DE LOS TS?CHILAS,1,,SANTO DOMINGO DE LOS TS?CHILAS,Activo,14/11/2022,Femenino,,Teletrabajo,1.7107E+12
Habitual,PICHINCHA,Finalizado,PICHINCHA,1,2019,QUITO,Activo,14/11/2022,Masculino,9,Teletrabajo,1.79296E+12
Emergente,GUAYAS,Vigente,GUAYAS,10,2020,GUAYAQUIL,Activo,14/11/2022,Masculino,3,Teletrabajo,9.93368E+11
Emergente,GUAYAS,Vigente,GUAYAS,19,2020,GUAYAQUIL,Activo,14/11/2022,Masculino,3,Teletrabajo,1.79001E+12
Habitual,GUAYAS,Finalizado,GUAYAS,3,,GUAYAQUIL,Activo,14/11/2022,Masculino,,Teletrabajo,9.93009E+11
Emergente,SANTO DOMINGO DE LOS TS?CHILAS,Finalizado,SANTO DOMINGO DE LOS TS?CHILAS,2,2020,SANTO DOMINGO DE LOS TS?CHILAS,Activo,14/11/2022,Masculino,3,Teletrabajo,2.39005E+12
Habitual,PICHINCHA,Finalizado,PICHINCHA,2,2022,QUITO,Activo,14/11/2022,Femenino,2,Teletrabajo,1.79218E+12
Emergente,PICHINCHA,Finalizado,PICHINCHA,1,2022,QUITO,Activo,14/11/2022,Masculino,7,Teletrabajo,1.79141E+12
Habitual,IMBABURA,Finalizado,IMBABURA,1,,IBARRA,Activo,14/11/2022,Masculino,,Teletrabajo,1.79135E+12
Emergente,GUAYAS,Finalizado,GUAYAS,1,2020,GUAYAQUIL,Activo,14/11/2022,Femenino,10,Teletrabajo,9.91034E+11
Emergente,AZUAY,Finalizado,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Masculino,4,Teletrabajo,1.79001E+12
Emergente,GUAYAS,Vigente,GUAYAS,1,2020,SAMBORONDON,Activo,14/11/2022,Masculino,3,Teletrabajo,7.91726E+11
Emergente,PICHINCHA,Finalizado,PICHINCHA,2,2020,RUMIÐAHUI,Activo,14/11/2022,Femenino,4,Teletrabajo,1.79089E+12
Habitual,PICHINCHA,Vigente,PICHINCHA,1,2022,QUITO,Activo,14/11/2022,Masculino,3,Teletrabajo,1.7931E+12
Emergente,PICHINCHA,Vigente,PICHINCHA,3,2020,QUITO,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79212E+12
Habitual,AZUAY,Finalizado,AZUAY,1,2019,CUENCA,Activo,14/11/2022,Femenino,6,Teletrabajo,1.79001E+12
Habitual,PICHINCHA,Finalizado,PICHINCHA,14,2021,QUITO,Activo,14/11/2022,Femenino,5,Teletrabajo,1.79032E+12
Emergente,PICHINCHA,Vigente,PICHINCHA,2,2022,QUITO,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79037E+12
Habitual,AZUAY,Vigente,AZUAY,3,,CUENCA,Activo,14/11/2022,Femenino,,Teletrabajo,1.90116E+11
Emergente,GUAYAS,Vigente,GUAYAS,2,2020,GUAYAQUIL,Activo,14/11/2022,Femenino,10,Teletrabajo,1.7914E+12
Emergente,PICHINCHA,Vigente,PICHINCHA,1,2020,QUITO,Activo,14/11/2022,Masculino,3,Teletrabajo,1.79311E+12
Emergente,PICHINCHA,Vigente,PICHINCHA,6,2020,QUITO,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79215E+12
Emergente,BOLIVAR,Finalizado,BOLIVAR,1,2021,GUARANDA,Activo,14/11/2022,Femenino,5,Teletrabajo,1.79122E+12
Emergente,GUAYAS,Finalizado,GUAYAS,1,2021,GUAYAQUIL,Activo,14/11/2022,Femenino,4,Teletrabajo,9.92306E+11
Emergente,PICHINCHA,Finalizado,PICHINCHA,1,2022,QUITO,Activo,14/11/2022,Femenino,2,Teletrabajo,1.79214E+12
Emergente,GUAYAS,Finalizado,GUAYAS,1,2020,GUAYAQUIL,Activo,14/11/2022,Masculino,1,Teletrabajo,9.92598E+11
Habitual,LOS RIOS,Finalizado,LOS RIOS,1,2019,QUEVEDO,Activo,14/11/2022,Masculino,8,Teletrabajo,9.93025E+11
Emergente,PICHINCHA,Vigente,PICHINCHA,1,2020,QUITO,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79176E+12
Emergente,TUNGURAHUA,Finalizado,TUNGURAHUA,1,2020,AMBATO,Activo,14/11/2022,Masculino,3,Teletrabajo,1.79053E+12
Habitual,GUAYAS,Vigente,GUAYAS,1,2020,MILAGRO,Activo,14/11/2022,Masculino,2,Teletrabajo,1.30968E+12
Emergente,GUAYAS,Finalizado,GUAYAS,1,2020,GUAYAQUIL,Activo,14/11/2022,Femenino,12,Teletrabajo,9.2896E+11
Emergente,SANTA ELENA,Vigente,SANTA ELENA,1,2021,LA LIBERTAD,Activo,14/11/2022,Femenino,5,Teletrabajo,9.04242E+11
Emergente,EL ORO,Finalizado,EL ORO,1,2020,SANTA ROSA,Activo,14/11/2022,Femenino,3,Teletrabajo,7.91757E+11
Habitual,GUAYAS,Vigente,GUAYAS,1,,GUAYAQUIL,Activo,14/11/2022,Masculino,,Teletrabajo,9.18144E+11
Emergente,GUAYAS,Finalizado,GUAYAS,1,2020,GUAYAQUIL,Activo,14/11/2022,Femenino,10,Teletrabajo,9.92388E+11
Emergente,PICHINCHA,Vigente,PICHINCHA,34,2020,QUITO,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90147E+11
Emergente,PICHINCHA,Vigente,PICHINCHA,1,2022,QUITO,Activo,14/11/2022,Masculino,3,Teletrabajo,1.79239E+12
Habitual,LOJA,Finalizado,LOJA,1,2019,LOJA,Activo,14/11/2022,Masculino,8,Teletrabajo,1.10282E+12
Habitual,PICHINCHA,Finalizado,PICHINCHA,1,2022,QUITO,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79243E+12
Emergente,CHIMBORAZO,Vigente,CHIMBORAZO,1,2020,RIOBAMBA,Activo,14/11/2022,Femenino,3,Teletrabajo,6.91709E+11
Emergente,PICHINCHA,Vigente,PICHINCHA,15,2020,QUITO,Activo,14/11/2022,Femenino,9,Teletrabajo,1.79204E+12
Habitual,EL ORO,Finalizado,EL ORO,1,,HUAQUILLAS,Activo,14/11/2022,Masculino,,Teletrabajo,7.9179E+11
Emergente,PICHINCHA,Vigente,PICHINCHA,13,2021,QUITO,Activo,14/11/2022,Masculino,4,Teletrabajo,9.90786E+11
Emergente,PICHINCHA,Finalizado,PICHINCHA,1,2020,QUITO,Activo,14/11/2022,Masculino,7,Teletrabajo,9.93242E+11
Emergente,PICHINCHA,Vigente,PICHINCHA,1,2021,QUITO,Activo,14/11/2022,Femenino,8,Teletrabajo,1.79238E+12
Emergente,GUAYAS,Vigente,GUAYAS,7,2020,GUAYAQUIL,Activo,14/11/2022,Femenino,3,Teletrabajo,9.9E+11
Emergente,SANTO DOMINGO DE LOS TS?CHILAS,Vigente,SANTO DOMINGO DE LOS TS?CHILAS,1,2021,SANTO DOMINGO DE LOS TS?CHILAS,Activo,14/11/2022,Femenino,5,Teletrabajo,2.39003E+12
Habitual,SANTA ELENA,Finalizado,SANTA ELENA,1,2019,SANTA ELENA,Activo,14/11/2022,Masculino,1,Teletrabajo,9.11121E+11
Emergente,GUAYAS,Vigente,GUAYAS,3,2021,GUAYAQUIL,Activo,14/11/2022,Masculino,9,Teletrabajo,1.79095E+12
Emergente,PICHINCHA,Vigente,PICHINCHA,9,2020,QUITO,Activo,14/11/2022,Masculino,3,Teletrabajo,1.79246E+12
Habitual,EL ORO,Vigente,EL ORO,3,2022,MACHALA,Activo,14/11/2022,Femenino,7,Teletrabajo,7.90101E+11
Emergente,GUAYAS,Finalizado,GUAYAS,1,2020,GUAYAQUIL,Activo,14/11/2022,Masculino,3,Teletrabajo,1.79224E+12
Habitual,EL ORO,Finalizado,EL ORO,1,,MACHALA,Activo,14/11/2022,Masculino,,Teletrabajo,7.91828E+11
Habitual,SANTA ELENA,Finalizado,SANTA ELENA,2,,LA LIBERTAD,Activo,14/11/2022,Masculino,,Teletrabajo,1.19172E+12
Emergente,PICHINCHA,Vigente,PICHINCHA,3,2020,QUITO,Activo,14/11/2022,Femenino,9,Teletrabajo,1.79202E+12
Emergente,CARCHI,Vigente,CARCHI,2,2020,TULC?N,Activo,14/11/2022,Masculino,4,Teletrabajo,4.00298E+11
Emergente,AZUAY,Finalizado,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Masculino,6,Teletrabajo,1.79001E+12
Emergente,TUNGURAHUA,Finalizado,TUNGURAHUA,1,2020,BANOS DE AGUA SANTA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.89006E+12
Emergente,PICHINCHA,Finalizado,PICHINCHA,1,2020,QUITO,Activo,14/11/2022,Masculino,11,Teletrabajo,1.79244E+12
Emergente,GUAYAS,Finalizado,GUAYAS,1,2020,GUAYAQUIL,Activo,14/11/2022,Femenino,4,Teletrabajo,9.93074E+11
Habitual,PICHINCHA,Vigente,PICHINCHA,2,2022,QUITO,Activo,14/11/2022,Masculino,1,Teletrabajo,1.79223E+12
Emergente,PICHINCHA,Vigente,PICHINCHA,6,2020,QUITO,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79174E+12
Emergente,LOS RIOS,Finalizado,LOS RIOS,2,2020,BABAHOYO,Activo,14/11/2022,Masculino,3,Teletrabajo,1.79026E+12
Habitual,AZUAY,Finalizado,AZUAY,1,,CUENCA,Activo,14/11/2022,Masculino,,Teletrabajo,1.9035E+11
Emergente,GUAYAS,Vigente,GUAYAS,1,2020,GUAYAQUIL,Activo,14/11/2022,Femenino,6,Teletrabajo,1.79226E+12
Emergente,AZUAY,Finalizado,AZUAY,2,2021,CUENCA,Activo,14/11/2022,Femenino,4,Teletrabajo,9.92284E+11
Emergente,EL ORO,Vigente,EL ORO,1,2020,MACHALA,Activo,14/11/2022,Masculino,4,Teletrabajo,1.19E+12
Habitual,PICHINCHA,Vigente,PICHINCHA,1,2021,QUITO,Activo,14/11/2022,Femenino,9,Teletrabajo,1.79308E+12
Habitual,SANTA ELENA,Finalizado,SANTA ELENA,1,,SANTA ELENA,Activo,14/11/2022,Masculino,,Teletrabajo,9.92785E+11
Emergente,PICHINCHA,Vigente,PICHINCHA,2,2022,QUITO,Activo,14/11/2022,Femenino,2,Teletrabajo,1.79001E+12
Habitual,PICHINCHA,Vigente,PICHINCHA,1,,QUITO,Activo,14/11/2022,Masculino,,Teletrabajo,1.79004E+12
Habitual,LOS RIOS,Finalizado,LOS RIOS,1,,BUENA FE,Activo,14/11/2022,Masculino,,Teletrabajo,1.29172E+12
Habitual,SANTO DOMINGO DE LOS TS?CHILAS,Vigente,SANTO DOMINGO DE LOS TS?CHILAS,1,2022,SANTO DOMINGO DE LOS TS?CHILAS,Activo,14/11/2022,Femenino,8,Teletrabajo,2.39005E+12
Emergente,PICHINCHA,Vigente,PICHINCHA,3,2021,PUERTO QUITO,Activo,14/11/2022,Femenino,4,Teletrabajo,1.79125E+12
Habitual,CAÐAR,Finalizado,CAÐAR,1,,AZOGUES,Activo,14/11/2022,Masculino,,Teletrabajo,3.6E+11
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Masculino,3,Teletrabajo,1.90376E+11
Emergente,GUAYAS,Vigente,GUAYAS,5,2022,GUAYAQUIL,Activo,14/11/2022,Femenino,1,Teletrabajo,1.79001E+12
Habitual,PICHINCHA,Vigente,PICHINCHA,1,2021,QUITO,Activo,14/11/2022,Masculino,8,Teletrabajo,1.79304E+12
Emergente,TUNGURAHUA,Finalizado,TUNGURAHUA,1,2020,AMBATO,Activo,14/11/2022,Masculino,3,Teletrabajo,1.80286E+12
Emergente,GUAYAS,Vigente,GUAYAS,4,2020,GUAYAQUIL,Activo,14/11/2022,Masculino,8,Teletrabajo,9.9216E+11
Habitual,LOS RIOS,Finalizado,LOS RIOS,1,,VENTANAS,Activo,14/11/2022,Masculino,,Teletrabajo,1.29174E+12
Emergente,PICHINCHA,Finalizado,PICHINCHA,4,2022,QUITO,Activo,14/11/2022,Masculino,2,Teletrabajo,1.79003E+12
Habitual,GUAYAS,Finalizado,GUAYAS,1,2019,GUAYAQUIL,Activo,14/11/2022,Femenino,2,Teletrabajo,9.92541E+11
Emergente,PICHINCHA,Finalizado,PICHINCHA,1,2020,QUITO,Activo,14/11/2022,Femenino,7,Teletrabajo,1.79212E+12
Habitual,PICHINCHA,Finalizado,PICHINCHA,1,2020,QUITO,Activo,14/11/2022,Masculino,3,Teletrabajo,1.79001E+12
Emergente,GUAYAS,Finalizado,GUAYAS,2,2020,GUAYAQUIL,Activo,14/11/2022,Femenino,3,Teletrabajo,9.90265E+11
Emergente,AZUAY,Finalizado,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.03183E+11
Emergente,PICHINCHA,Finalizado,PICHINCHA,1,2020,QUITO,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79272E+12
Habitual,PICHINCHA,Finalizado,PICHINCHA,1,2021,QUITO,Activo,14/11/2022,Masculino,6,Teletrabajo,1.79198E+12
Emergente,PICHINCHA,Vigente,PICHINCHA,2,2020,QUITO,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79242E+12
Emergente,PICHINCHA,Finalizado,PICHINCHA,5,2020,QUITO,Activo,14/11/2022,Masculino,4,Teletrabajo,1.79189E+12
Habitual,PICHINCHA,Finalizado,PICHINCHA,1,,QUITO,Activo,14/11/2022,Masculino,,Teletrabajo,1.70404E+12
Habitual,PICHINCHA,Vigente,PICHINCHA,54,2022,QUITO,Activo,14/11/2022,Femenino,1,Teletrabajo,1.79245E+12
Emergente,MANABI,Finalizado,MANABI,1,2022,PORTOVIEJO,Activo,14/11/2022,Femenino,1,Teletrabajo,1.39171E+12
Emergente,PICHINCHA,Finalizado,PICHINCHA,1,2020,QUITO,Activo,14/11/2022,Femenino,5,Teletrabajo,1.79067E+12
Emergente,LOJA,Vigente,LOJA,6,2020,LOJA,Activo,14/11/2022,Femenino,10,Teletrabajo,3.90019E+11
Habitual,AZUAY,Vigente,AZUAY,1,2021,CUENCA,Activo,14/11/2022,Femenino,4,Teletrabajo,1.03902E+11
Habitual,PICHINCHA,Vigente,PICHINCHA,1,,QUITO,Activo,14/11/2022,Masculino,,Teletrabajo,1.90008E+11
Emergente,PICHINCHA,Vigente,PICHINCHA,1,2021,QUITO,Activo,14/11/2022,Masculino,6,Teletrabajo,1.79111E+12
Habitual,PICHINCHA,Finalizado,PICHINCHA,1,,QUITO,Activo,14/11/2022,Masculino,,Teletrabajo,1.79268E+12
Emergente,PICHINCHA,Vigente,PICHINCHA,1,2020,QUITO,Activo,14/11/2022,Masculino,8,Teletrabajo,1.79086E+12
Habitual,TUNGURAHUA,Finalizado,TUNGURAHUA,1,,AMBATO,Activo,14/11/2022,Masculino,,Teletrabajo,1.89175E+12
Habitual,MANABI,Finalizado,MANABI,1,,SUCRE,Activo,14/11/2022,Masculino,,Teletrabajo,1.39187E+12
Habitual,PICHINCHA,Finalizado,PICHINCHA,1,2020,QUITO,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79126E+12
Emergente,PICHINCHA,Finalizado,PICHINCHA,1,2020,QUITO,Activo,14/11/2022,Femenino,6,Teletrabajo,1.79002E+12
Emergente,ORELLANA,Finalizado,ORELLANA,1,2021,ORELLANA,Activo,14/11/2022,Masculino,1,Teletrabajo,1.79201E+12
Habitual,PICHINCHA,Finalizado,PICHINCHA,1,,QUITO,Activo,14/11/2022,Femenino,,Teletrabajo,1.89175E+12
Habitual,PICHINCHA,Vigente,PICHINCHA,1,2020,QUITO,Activo,14/11/2022,Masculino,7,Teletrabajo,1715630172
Emergente,AZUAY,Vigente,AZUAY,2,2020,CUENCA,Activo,14/11/2022,Masculino,3,Teletrabajo,1.90116E+11
Emergente,PICHINCHA,Finalizado,PICHINCHA,3,2020,QUITO,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79128E+12
Emergente,LOS RIOS,Vigente,LOS RIOS,11,2022,QUEVEDO,Activo,14/11/2022,Masculino,1,Teletrabajo,9.90327E+11
Emergente,PICHINCHA,Finalizado,PICHINCHA,1,2021,QUITO,Activo,14/11/2022,Masculino,12,Teletrabajo,1.79028E+12
Habitual,PICHINCHA,Vigente,PICHINCHA,1,,QUITO,Activo,14/11/2022,Masculino,,Teletrabajo,1.71262E+12
Emergente,PICHINCHA,Finalizado,PICHINCHA,3,2020,QUITO,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79258E+12
Emergente,GUAYAS,Finalizado,GUAYAS,1,2021,GUAYAQUIL,Activo,14/11/2022,Masculino,4,Teletrabajo,1.7913E+12
Habitual,GUAYAS,Vigente,GUAYAS,4,2022,SAMBORONDON,Activo,14/11/2022,Femenino,1,Teletrabajo,9.92839E+11
Emergente,PICHINCHA,Finalizado,PICHINCHA,4,2020,QUITO,Activo,14/11/2022,Femenino,3,Teletrabajo,9.92382E+11
Emergente,PICHINCHA,Finalizado,PICHINCHA,2,2021,QUITO,Activo,14/11/2022,Femenino,5,Teletrabajo,1.79142E+12
Emergente,PICHINCHA,Vigente,PICHINCHA,3,2020,QUITO,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79004E+12
Emergente,GUAYAS,Finalizado,GUAYAS,4,2020,SAMBORONDON,Activo,14/11/2022,Masculino,7,Teletrabajo,9.93096E+11
Habitual,SANTO DOMINGO DE LOS TS?CHILAS,Finalizado,SANTO DOMINGO DE LOS TS?CHILAS,1,,SANTO DOMINGO DE LOS TS?CHILAS,Activo,14/11/2022,Masculino,,Teletrabajo,2.39003E+12
Emergente,PICHINCHA,Vigente,PICHINCHA,1,2021,QUITO,Activo,14/11/2022,Femenino,4,Teletrabajo,1.79219E+12
Habitual,PICHINCHA,Finalizado,PICHINCHA,1,,QUITO,Activo,14/11/2022,Femenino,,Teletrabajo,1701344259
Habitual,NAPO,Vigente,NAPO,1,,QUIJOS,Activo,14/11/2022,Masculino,,Teletrabajo,1.19176E+12
Emergente,PICHINCHA,Vigente,PICHINCHA,3,2020,QUITO,Activo,14/11/2022,Masculino,3,Teletrabajo,1.79094E+12
Habitual,AZUAY,Vigente,AZUAY,1,,CUENCA,Activo,14/11/2022,Masculino,,Teletrabajo,1.79267E+12
Emergente,PICHINCHA,Finalizado,PICHINCHA,1,2021,QUITO,Activo,14/11/2022,Masculino,9,Teletrabajo,1.79137E+12
Habitual,GUAYAS,Finalizado,GUAYAS,1,,GUAYAQUIL,Activo,14/11/2022,Masculino,,Teletrabajo,1.71344E+12
Habitual,MANABI,Finalizado,MANABI,6,,MONTECRISTI,Activo,14/11/2022,Masculino,,Teletrabajo,1.39173E+12
Emergente,SANTA ELENA,Finalizado,SANTA ELENA,1,2020,SALINAS,Activo,14/11/2022,Masculino,3,Teletrabajo,9.92956E+11
Emergente,PICHINCHA,Vigente,PICHINCHA,1,2020,QUITO,Activo,14/11/2022,Femenino,6,Teletrabajo,1.79072E+12
Emergente,EL ORO,Vigente,EL ORO,1,2021,MACHALA,Activo,14/11/2022,Femenino,5,Teletrabajo,1.79225E+12
Emergente,SANTO DOMINGO DE LOS TS?CHILAS,Finalizado,SANTO DOMINGO DE LOS TS?CHILAS,2,2020,SANTO DOMINGO DE LOS TS?CHILAS,Activo,14/11/2022,Masculino,6,Teletrabajo,2.39002E+12
Emergente,CHIMBORAZO,Finalizado,CHIMBORAZO,1,2020,COLTA,Activo,14/11/2022,Masculino,3,Teletrabajo,1.79045E+12
Emergente,PICHINCHA,Finalizado,PICHINCHA,1,2020,QUITO,Activo,14/11/2022,Femenino,9,Teletrabajo,1.79173E+12
Emergente,GUAYAS,Finalizado,GUAYAS,1,2020,GUAYAQUIL,Activo,14/11/2022,Masculino,11,Teletrabajo,9.92959E+11
Habitual,PICHINCHA,Finalizado,PICHINCHA,4,,QUITO,Activo,14/11/2022,Masculino,,Teletrabajo,1.7926E+12
Emergente,EL ORO,Finalizado,EL ORO,2,2020,HUAQUILLAS,Activo,14/11/2022,Femenino,3,Teletrabajo,7.02748E+11
Emergente,TUNGURAHUA,Vigente,TUNGURAHUA,3,2020,AMBATO,Activo,14/11/2022,Masculino,3,Teletrabajo,9.90005E+11
Emergente,ZAMORA CHINCHIPE,Finalizado,ZAMORA CHINCHIPE,1,2020,ZAMORA,Activo,14/11/2022,Masculino,3,Teletrabajo,9.92527E+11
Emergente,GUAYAS,Finalizado,GUAYAS,1,2020,GUAYAQUIL,Activo,14/11/2022,Masculino,3,Teletrabajo,9.91451E+11
Emergente,GUAYAS,Finalizado,GUAYAS,2,2020,GUAYAQUIL,Activo,14/11/2022,Masculino,3,Teletrabajo,9.90041E+11
Emergente,GUAYAS,Finalizado,GUAYAS,1,2021,GUAYAQUIL,Activo,14/11/2022,Masculino,10,Teletrabajo,1.79236E+12
Habitual,PICHINCHA,Vigente,PICHINCHA,1,2019,QUITO,Activo,14/11/2022,Femenino,12,Teletrabajo,1.79196E+12
Emergente,GUAYAS,Finalizado,GUAYAS,1,2020,GUAYAQUIL,Activo,14/11/2022,Femenino,3,Teletrabajo,9.92713E+11
Emergente,PICHINCHA,Vigente,PICHINCHA,1,2020,QUITO,Activo,14/11/2022,Femenino,9,Teletrabajo,1.79206E+12
Habitual,TUNGURAHUA,Finalizado,TUNGURAHUA,1,2020,AMBATO,Activo,14/11/2022,Femenino,6,Teletrabajo,1.89171E+12
Habitual,GUAYAS,Vigente,GUAYAS,10,,DURAN,Activo,14/11/2022,Masculino,,Teletrabajo,9.90554E+11
Emergente,SANTO DOMINGO DE LOS TS?CHILAS,Vigente,SANTO DOMINGO DE LOS TS?CHILAS,1,2020,SANTO DOMINGO DE LOS TS?CHILAS,Activo,14/11/2022,Masculino,8,Teletrabajo,2.39001E+12
